페이지,상품명,상품설명,정가,할인가,할인율,배송유형,리뷰수,이미지URL,상품링크
11,[경주미정당] 눈감고도뚝딱 가래떡 쌀떡볶이,떡의 명가가 만든 떡볶이,"6,400","5,760",10%,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5060612
11,[보승] 한판모둠순대,내장을 함께 담은 알찬 구성,정가 없음,"5,500",할인율 없음,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5060643
11,"[Kurly's] 간편하게 바삭, 통등심 돈까스",씹는 맛이 살아있는 무항생제 통등심 돈까스,"6,350","5,715",10%,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5054960
11,[더플랜] 목련 짜장 오당볶이,맛도 재료도 색다른 떡볶이,정가 없음,"6,800",할인율 없음,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5060712
11,[탄단지] 가벼운 한식 도시락 6종 (택2),칼로리 부담 없는 건강한 한 끼,"5,100","4,080",20%,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5060785
11,[라쿠치나] 이탈리안 라자냐,라쿠치나 레시피 그대로! 겹겹이 쌓아 올린 진한 풍미,정가 없음,"14,300",할인율 없음,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5061879
11,[굽네] 닭가슴살 만두 3종 (택1),최소구매수량 2개,"2,890","2,410",16%,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5061908
11,[켈로그] 스페셜K 오리지널 480g,9가지 비타민과 3가지 미네랄로 건강하게,"8,880","7,480",15%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5061968
11,[리치] 플랫브레드,"샌드위치, 피자로 다양하게 활용","6,900","5,865",15%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5062128
11,[톰볼라] 디아볼라 피자,페퍼론치노와 치즈의 강렬한 조화,정가 없음,"14,700",할인율 없음,샛별배송,774,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5062471
11,[저스트그린] 모짜렐라치즈 과일 샐러드,치즈와 과일의 싱그러운 축제,"7,200","6,480",10%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5062673
11,[전주 베테랑] 고기만두,얇은 피로 돌아온 대표 메뉴,"5,980","4,784",20%,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5062771
11,[창화당] 쫄면,매콤달콤한 창화당의 쫄면!,"6,900","6,400",7%,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5062826
11,[그래놀라 하우스] 그래놀라 5종 (택1),도톰하게 뭉쳐 만든 수제 그래놀라,"13,500","12,150",10%,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5063596
11,"[Kurly's] 간편하게 바삭, 야채 김말이","최소 구매 수량 2개 (7,000원)",정가 없음,"3,900",할인율 없음,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5064015
11,[애슐리] 스윗콤보치킨,배달 치킨 부럽지 않은 치킨,"10,900","10,290",5%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5064059
11,[광화문 미진] 메밀 고기 손만두,메밀국수의 단짝 메뉴,"6,900","6,210",10%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5065590
11,[새니테리엄] 위트빅스 오리지널 1.2kg,가볍게 즐기는 호주 통밀 시리얼,정가 없음,"12,900",할인율 없음,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5056733
11,[존쿡 델리미트] 부어스첸 핫도그 50g x 6개,맛으로 승부하는 핫도그(50g x 6개입),정가 없음,"7,980",할인율 없음,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5040500
11,[삼창교자] 순새우만두,탱글탱글한 새우가 듬뿍 들어간 중국식 교자만두,정가 없음,"6,900",할인율 없음,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5058740
11,[미자언니네] 흑임자 연근샐러드,아삭아삭 고소하게 즐기는 샐러드,정가 없음,"5,500",할인율 없음,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5052873
11,[LOTS OF LOVE] 한끼든든 시원한 황태국밥 (리뉴얼),간편하게 맛보는 시원한 국밥 한 그릇,정가 없음,"6,000",할인율 없음,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5034409
11,[미자언니네] 일품 모듬 순대,고기와 채소를 듬뿍 넣은 순대,정가 없음,"8,900",할인율 없음,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5049688
11,[도쿄하나] 우나기동 (장어덮밥),제대로된 일식 한 그릇,"12,500","10,625",15%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000558846
11,[마켓오네이처] 오!그래놀라 다이제 2종 (택1),고소한 다이제의 매력을 담은 그래놀라,"5,980","5,570",6%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000593035
11,[한성] 프리미엄 김밥세트S,한 팩에 담은 김밥 재료,정가 없음,"8,700",할인율 없음,샛별배송,496,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000581338
11,[한성] 프리미엄 유부김밥세트,한팩에 담은 김밥재료,정가 없음,"12,000",할인율 없음,샛별배송,171,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000581340
11,[한성] 김밥준비 한번에 OK,김밥에 필요한 기본 재료,정가 없음,"6,490",할인율 없음,샛별배송,480,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000581342
11,[애슐리] 크사삭치킨 2종 (택1),식은 후에도 바삭한 식감,"9,400","8,450",10%,샛별배송,288,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000575025
11,[콜린스 다이닝] 숙주가득 소고기 쌀국수 2인분,이국적인 풍미 물씬,정가 없음,"11,900",할인율 없음,샛별배송,534,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/1000581352
11,[위드진해] 곱창전골,끓여서 더 좋은 곱창의 진한 매력,정가 없음,"26,900",할인율 없음,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5030594
11,[고메공방] 미친 치즈돈까스,치즈가 쭉쭉 늘어나는 돈까스,정가 없음,"14,900",할인율 없음,샛별배송,"9,999+","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5037880
11,[비비고] 시원 바지락 칼국수,바지락 순살이 들어가 개운한 맛,"9,980","8,980",10%,샛별배송,999+,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",https://www.kurly.com/goods/5066074
11,[네이처앤헬스] 귀리 후레이크100g,귀리의 영양을 더 맛있게 먹는 방법,정가 없음,"4,500",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1534754701848l0.jpg,https://www.kurly.com/goods/5027839
11,[플라하반] 오버나이트 오트밀 애플&라즈베리 450g,촉촉하게 재운 후 아침에 꺼내 먹는,정가 없음,"17,400",할인율 없음,샛별배송,999+,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/8797a220-69f6-4aa1-b631-48a282cc7b66.jpeg,https://www.kurly.com/goods/5030263
11,[네이쳐패스] 유기농 퀵오트밀 510g,유기농 귀리 100% 의 깊은 맛!,정가 없음,"10,480",할인율 없음,샛별배송,414,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/160689328845l0.jpg,https://www.kurly.com/goods/5061725
11,[스윗밸런스] 오늘의 샐러드 10종 (리뉴얼) (택1),다채로운 토핑을 얹은 샐러드,"5,400","4,860",10%,샛별배송,"9,999+",https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/d8af0f6f-f092-417c-99df-542cad8e3a9c.jpeg,https://www.kurly.com/goods/5066426
11,[모던구루] 그래놀라 6종 (택1),건강한 재료로 완성한 고소함,정가 없음,"11,000",할인율 없음,샛별배송,"9,999+",https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/7e4e6bc3-cf79-40ec-a10b-f53a76e52a06.jpg,https://www.kurly.com/goods/5066434
11,[네이쳐패스] 초코침스,건강하게 즐기는 달콤한 시리얼,정가 없음,"7,980",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1594365838504l0.jpg,https://www.kurly.com/goods/5009475
11,[그라놀로지] 오트 펍스 300g,건강한 단맛이 담긴 귀리 플레이크,"20,000","16,000",20%,샛별배송,999+,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/6600891a-97af-4832-973e-2d87b8372402.jpg,https://www.kurly.com/goods/5040505
11,[네이쳐패스] 러브크런치 애플 앤 치아,유기농 곡물과 견과류가 듬뿍,정가 없음,"10,980",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1594803244125l0.jpg,https://www.kurly.com/goods/5054992
11,[엄마의정성] 구수해 누룽지 2종 (국내산),"부드러운 식감, 간편한 보관!",정가 없음,"10,090",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1556260911908l0.jpg,https://www.kurly.com/goods/5035928
11,[청오] 통곡물로 볶아만든 10곡 미숫가루,10가지 곡물이 전하는 영양,정가 없음,"8,990",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1589507028781l0.jpg,https://www.kurly.com/goods/5052077
11,[대구 반할만떡] 당면 만두,당면으로 가득찬 튀김 만두,"6,980","6,280",10%,샛별배송,"9,999+",https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1613545248388l0.jpg,https://www.kurly.com/goods/5067153
11,[우주인피자] 청양 페퍼로니,매콤함을 더한 인기 피자,정가 없음,"11,900",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1613547068682l0.jpg,https://www.kurly.com/goods/5067172
11,[쉐푸드] 갈릭베이컨마요 김밥,알차게 담긴 고소한 감칠맛,정가 없음,"4,750",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1615354812467l0.jpg,https://www.kurly.com/goods/5067188
11,[쉐푸드] 불고기 김밥,간편하게 즐기는 불고기 감칠맛,정가 없음,"4,750",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1615355015970l0.jpg,https://www.kurly.com/goods/5067189
11,[쉐푸드] 참치 김밥,담백 고소한 매력의 김밥,정가 없음,"4,750",할인율 없음,샛별배송,"9,999+",https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1615355489298l0.jpg,https://www.kurly.com/goods/5067190
11,[쉐푸드] 불고기크레미불닭 유부초밥,풍성한 토핑으로 즐기는 유부초밥,정가 없음,"4,490",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1615355633396l0.jpg,https://www.kurly.com/goods/5067191
11,[쉐푸드] 제육에그참치 유부초밥,세 가지 고소함을 더한 유부초밥,정가 없음,"4,490",할인율 없음,샛별배송,"9,999+",https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1615355783239l0.jpg,https://www.kurly.com/goods/5067192
11,[조선호텔] 유니짜장삼선볶음밥 500g,남녀노소 좋아하는 한 그릇,정가 없음,"8,900",할인율 없음,샛별배송,182,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/90e73f61-4ad6-4f35-a706-9caee4a4c411.jpg,https://www.kurly.com/goods/1000794395
11,[애슐리] 베이컨 까르보나라 떡볶이,부드럽고 고소한 풍미,"7,900","6,990",11%,샛별배송,451,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/7f918f8a-e378-4b02-b5a2-15d5babfe100.jpg,https://www.kurly.com/goods/1000794397
11,[메디쏠라] 저당관리 식단 도시락 9종 (택1),당 걱정 없는 간편 도시락,"10,900","9,810",10%,샛별배송,418,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/9dec3400-d4aa-4dfb-ac42-c26c7ac71381.jpg,https://www.kurly.com/goods/1000810436
11,[조선호텔]칠리새우 500g,새우튀김에 착 붙은 매콤함,정가 없음,"11,500",할인율 없음,샛별배송,501,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/8fbae539-667c-40d6-be75-a0484691112c.jpg,https://www.kurly.com/goods/1000811956
11,[조선호텔]크림새우 380g,고소한 크림이 스며든 새우,정가 없음,"10,900",할인율 없음,샛별배송,357,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/b82031a8-5a0c-4f29-994c-6f2bb376fea4.jpg,https://www.kurly.com/goods/1000811958
11,[석관동 떡볶이] 로제 떡볶이,매콤 고소한 로제의 풍미,정가 없음,"8,000",할인율 없음,샛별배송,562,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/caf8ef5d-a4b3-4f33-830d-f8a1e362b985.jpg,https://www.kurly.com/goods/1000811960
11,[일상식탁] 부산식 얼큰 낙곱새,손쉽게 완성하는 부산의 별미,"18,900","14,175",25%,샛별배송,999+,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/39b48630-0359-4f08-aea3-8193aea1fc52.jpg,https://www.kurly.com/goods/1000811962
11,[그라놀로지] 그래놀라 기획세트 3호(150g*5종),다섯 가지 건강한 매력,정가 없음,"49,900",할인율 없음,샛별배송,176,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/bc85ae26-dcd5-4a35-9f6b-dd9d31a1d68c.jpg,https://www.kurly.com/goods/1000746850
11,[설탕대신] 스테비아 과일잼 3종 (택1),부담 없이 더한 달콤함,정가 없음,"9,980",할인율 없음,샛별배송,130,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/843f4b8e-6620-4b51-b767-b283e969b409.jpg,https://www.kurly.com/goods/1000783993
11,[골라담기][소이조이] 대두로 만든 단백질 스낵 6종 균일가 (택2),신규 플레이버 출시!,"1,700","1,400",17%,샛별배송,999+,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/34c56c39-b022-43f7-bd14-be4c21c2813e.jpg,https://www.kurly.com/goods/1000791609
11,[포스트] NEW 컵시리얼 3종 (택3),매일 바쁜 아침을 책임져 줄,"2,000","1,560",22%,샛별배송,329,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/2dbde6e8-24eb-4860-aa6d-e534cb59dd78.jpg,https://www.kurly.com/goods/1000805456
11,[켈로그] 콘푸로스트 다크초코 시리얼 550g,진한 다크초콜릿의 달콤함,"7,880","5,420",31%,샛별배송,958,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/3d59d2ea-565d-4a94-90ea-722ad0e2b07b.jpg,https://www.kurly.com/goods/1000814679
11,[켈로그] 넛츠&씨드 그래놀라 500g,치아씨드를 함유해 든든한,"9,980","8,480",15%,샛별배송,231,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/63e81ac3-b8f5-469a-85d7-7b1a23bda23d.jpg,https://www.kurly.com/goods/1000814812
11,[켈로그] 프로틴 딜라이트 그래놀라 카라멜&피칸 350g,고소하게 완성한 고단백 그래놀라,"9,580","7,980",16%,샛별배송,280,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/f43bd734-6687-48a6-ae4f-47ba05344a7b.jpg,https://www.kurly.com/goods/1000814814
11,[올리] 수제 그래놀라 3종 (택1),(신규상품 추가) 유기농 귀리로 만든 수제 그래놀라,정가 없음,"10,980",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1621905907483l0.jpg,https://www.kurly.com/goods/5068129
11,[패밀리아] 스위스 초코 시리얼 4종,비타민과 엽산을 더한 모양 시리얼,정가 없음,"8,900",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1613719494266l0.jpg,https://www.kurly.com/goods/5068141
11,"[Kurly's] 고기 왕만두 (1,050g/지퍼백)",육즙 듬뿍 풍성한 우리밀 만두,정가 없음,"10,300",할인율 없음,샛별배송,"9,999+",https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1622536776317l0.jpg,https://www.kurly.com/goods/5068189
11,"[Kurly's] 김치 왕만두 (1,050g/지퍼백)",매콤 고소한 매력의 우리밀 만두,정가 없음,"10,300",할인율 없음,샛별배송,"9,999+",https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1622535619962l0.jpg,https://www.kurly.com/goods/5068190
11,[이연복의 목란] 짬뽕 2인분 (오리지널),매콤한 불맛이 담긴 한 그릇,"14,500","13,050",10%,샛별배송,"9,999+",https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1653035180973l0.jpeg,https://www.kurly.com/goods/5068232
11,[아침먹고가] 도시락 6종 (택1),간편하게 즐기는 든든한 한 끼,정가 없음,"5,200",할인율 없음,샛별배송,"9,999+",https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1617244999720l0.jpg,https://www.kurly.com/goods/5069078
11,[풀무원] 롤 유부초밥,돌돌 말아 먹는 색다른 유부초밥,"6,980","5,580",20%,샛별배송,"9,999+",https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/ab9a9e74-be93-4126-bc48-e022b0f271c8.jpg,https://www.kurly.com/goods/5069129
11,[풀무원] 꼬마 유부초밥,귀여운 한 입 크기 유부초밥,정가 없음,"3,480",할인율 없음,샛별배송,"9,999+",https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/057e4ffa-c3af-4029-917f-8ed601a30976.jpg,https://www.kurly.com/goods/5069130
11,[풀무원] 국산콩 유부초밥,국내산 콩으로 만들어 담백한 맛,정가 없음,"4,280",할인율 없음,샛별배송,"9,999+",https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/da3c9565-c622-495a-bfc7-97af53c19d3f.jpg,https://www.kurly.com/goods/5069132
11,[하린이네주꾸미] 왕주꾸미 볶음밥,통통한 주꾸미가 듬뿍,"5,000","4,500",10%,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1622081180641l0.jpg,https://www.kurly.com/goods/5069140
11,[하림] 용가리 치킨 850g,다섯 가지 공룡 모양 너겟,정가 없음,"13,800",할인율 없음,샛별배송,999+,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/56691907-9b16-488c-830a-9e7a6b5aae5e.jpg,https://www.kurly.com/goods/5069882
11,[하림] 치킨너겟 850g,보고 먹는 재미를 한 번에,정가 없음,"13,550",할인율 없음,샛별배송,999+,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/deb41eee-ba97-4585-a368-d7029127f5d3.jpeg,https://www.kurly.com/goods/5069883
11,[남도분식] 시래기 떡볶이,구수한 시래기와 매콤한 감칠맛,정가 없음,"6,900",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1637911371938l0.jpg,https://www.kurly.com/goods/5069891
11,[마켓오네이처] 오! 그래놀라 그래놀라팝 4종 (택1),허니오트 신규 출시!,정가 없음,"6,980",할인율 없음,샛별배송,999+,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/c74aaa73-286c-4ccb-8e3b-0ebe1af9f9a4.jpg,https://www.kurly.com/goods/5069933
11,[차알] 차돌 마라탕면,마라와 차돌의 매콤한 만남,"9,800","8,900",9%,샛별배송,"9,999+",https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1653034571494l0.jpeg,https://www.kurly.com/goods/5069994
11,[고메] 바삭쫄깃한 탕수육,튀긴 후 다시 구워 더욱 바삭한 식감,"9,980","8,980",10%,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1637806680575l0.jpeg,https://www.kurly.com/goods/5070841
11,[취영루] 육즙가득 그시절 물만두,그 때 그 맛을 그대로,정가 없음,"6,500",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1621581567796l0.jpg,https://www.kurly.com/goods/5071353
11,고기리 들기름막국수 4인분,집에서 맛보는 고기리 막국수,정가 없음,"14,900",할인율 없음,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1653039151329l0.jpeg,https://www.kurly.com/goods/5071447
11,[쮸즈] 탄탄면,녹진한 매력의 사천식 면요리,"6,900","6,348",8%,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1648205889411l0.jpeg,https://www.kurly.com/goods/5071488
11,[고메] 바르셀로나 칠리감바스 피자,매콤한 소스와 새우의 만남,"8,980","7,980",11%,샛별배송,999+,https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1637806623498l0.jpeg,https://www.kurly.com/goods/5071531
11,[마켓오네이처] 오! 그래놀라 오트 2종 (택1),식이섬유를 풍부하게 함유한,"6,980","6,500",6%,샛별배송,999+,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/0f36b5bc-da45-4ee3-8d35-03e46eee38ab.jpg,https://www.kurly.com/goods/1000375176
11,[모던구루] 국산 유기농 오트밀 500g,오로지 햇귀리만을 사용한 오트밀,정가 없음,"10,450",할인율 없음,샛별배송,670,https://product-image.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/product/image/fc409da5-24f9-4de2-9275-568573f45361.jpg,https://www.kurly.com/goods/1000375173
11,[Kurly's] 샌드위치용 달걀듬뿍 샐러드 500g,넉넉히 즐기는 국내산 달걀 샐러드,정가 없음,"6,980",할인율 없음,샛별배송,"9,999+",https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1625200740203l0.jpg,https://www.kurly.com/goods/5072582
12,[Kurly's] 샌드위치용 달걀감자 샐러드 500g,풍성하게 누리는 달걀과 감자의 조화,"6,980","5,933",15%,샛별배송,"9,999+",https://img-cf.kurly.com/hdims/resize/%5E%3E360x%3E468/cropcenter/360x468/quality/85/src/shop/data/goods/1648210308822l0.jpeg,https://www.kurly.com/goods/5072583
